"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"ElapsedTime"|"Min"|0.0|0.0|10,"Analog1"|"Volts"|0.0|5.0|100,"Analog3"|"Volts"|0.0|5.0|100,"Analog4"|"Volts"|0.0|5.0|50,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|100,"AccelY"|"G"|-3.0|3.0|100,"AccelZ"|"G"|-3.0|3.0|100,"Yaw"|"Deg/Sec"|-120|120|100,"Pitch"|"Deg/Sec"|-120|120|100,"Roll"|"Deg/Sec"|-120|120|100,"Gsum"|"G"|0.0|3.0|100,"GsumMax"|"G"|0.0|3.0|100,"GsumPct"|"%"|0|100|100,"EngineTemp"|"C"|0|300|1,"RPM"|""|0|10000|25,"TPS"|"%"|0|100|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10,"LapDelta"|"s"|0.0|0.0|10,"BestLap"|"Min"|0.0|0.0|10
1031,0,0.0113,2.55,2.16,1.38,,0.04,-0.03,-0.0,0,0,0,0.06,0.13,43,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0113,0.0,0.0
1041,0,0.0115,2.55,2.15,,,0.06,-0.04,-0.0,-0,0,0,0.07,0.13,54,,,,,,,,,,,,,,,,,,,
1051,0,0.0116,2.56,2.16,1.37,,0.06,-0.03,-0.02,0,0,0,0.07,0.13,54,,0,0,,,,,,,,,,,,,,,,
1061,0,0.0118,2.56,2.11,,,0.06,-0.04,-0.01,0,0,0,0.07,0.13,53,,,,,,,,,,,,,,,,,,,
1071,0,0.012,2.56,2.16,1.38,,0.04,-0.03,-0.01,0,0,0,0.05,0.13,42,,,,,,,,,,,,,,,,,,,
1081,0,0.0122,2.54,2.13,,,0.05,-0.04,-0.0,0,0,0,0.07,0.13,51,,,,,,,,,,,,,,,,,,,
1091,0,0.0123,2.56,2.16,1.38,,0.06,-0.04,-0.01,0,0,0,0.07,0.13,55,,0,0,,,,,,,,,,,,,,,,
1101,0,0.0125,2.55,2.14,,,0.05,-0.04,-0.02,0,0,0,0.06,0.13,48,,,,,,,,,,,,,,,,,,,
1111,0,0.0126,2.54,2.15,1.38,,0.03,-0.04,-0.02,0,0,0,0.05,0.13,40,,,,,,,,,,,,,,,,,,,
1121,0,0.0128,2.55,2.15,,,0.05,-0.04,-0.02,0,0,0,0.07,0.13,55,,,,,,,,,,,,,,,,,,,
1131,0,0.013,2.52,2.14,1.38,,0.05,-0.04,-0.01,0,0,0,0.06,0.13,48,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.013,0.0,0.0
1141,0,0.0132,2.56,2.16,,,0.03,-0.04,0.0,0,0,0,0.05,0.13,39,,,,,,,,,,,,,,,,,,,
1151,0,0.0133,2.56,2.16,1.38,,0.04,-0.05,-0.01,0,0,0,0.06,0.13,47,,,,,,,,,,,,,,,,,,,
1161,0,0.0135,2.53,2.12,,,0.04,-0.04,-0.01,-0,0,0,0.06,0.13,48,,,,,,,,,,,,,,,,,,,
1171,0,0.0136,2.56,2.16,1.38,,0.05,-0.05,0.0,-0,0,0,0.07,0.13,54,,0,0,,,,,,,,,,,,,,,,
1181,0,0.0138,2.54,2.15,,,0.04,-0.05,0.01,0,-0,0,0.06,0.13,48,,,,,,,,,,,,,,,,,,,
1191,0,0.014,2.56,2.16,1.38,,0.05,-0.05,0.01,-0,-0,0,0.07,0.13,51,,,,,,,,,,,,,,,,,,,
1201,0,0.0142,2.52,2.15,,,0.05,-0.05,-0.0,-0,0,0,0.07,0.13,53,,,,,,,,,,,,,,,,,,,
1211,0,0.0143,2.53,2.14,1.38,,0.05,-0.05,0.01,-0,-0,0,0.07,0.13,57,,0,0,,,,,,,,,,,,,,,,
1221,0,0.0145,2.55,2.14,,,0.03,-0.05,0.01,-0,-0,0,0.06,0.13,44,,,,,,,,,,,,,,,,,,,
1231,0,0.0146,2.55,2.16,1.39,,0.05,-0.05,0.01,-0,-0,0,0.07,0.13,53,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0146,0.0,0.0
1241,0,0.0148,2.52,2.13,,,0.05,-0.04,-0.01,-0,-0,0,0.06,0.13,50,,,,,,,,,,,,,,,,,,,
1251,0,0.015,2.56,2.16,1.38,,0.04,-0.04,-0.0,-0,-0,0,0.06,0.13,47,,0,0,,,,,,,,,,,,,,,,
1261,0,0.0152,2.56,2.15,,,0.03,-0.04,-0.0,-0,-0,0,0.05,0.13,39,,,,,,,,,,,,,,,,,,,
1271,0,0.0153,2.56,2.15,1.38,,0.05,-0.05,0.0,-0,0,0,0.07,0.13,54,,,,,,,,,,,,,,,,,,,
1281,0,0.0155,2.54,2.13,,,0.05,-0.03,-0.0,-0,0,0,0.06,0.13,45,,,,,,,,,,,,,,,,,,,
1291,0,0.0156,2.56,2.15,1.38,,0.03,-0.04,0.01,-0,-0,0,0.06,0.13,43,,0,0,,,,,,,,,,,,,,,,
1301,0,0.0158,2.56,2.16,,,0.03,-0.04,-0.0,-0,-0,0,0.05,0.13,38,,,,,,,,,,,,,,,,,,,
1311,0,0.016,2.52,2.13,1.36,,0.04,-0.04,-0.0,-0,-0,0,0.06,0.13,46,,,,,,,,,,,,,,,,,,,
1321,0,0.0162,2.53,2.12,,,0.05,-0.04,-0.01,-0,-0,0,0.06,0.13,50,,,,,,,,,,,,,,,,,,,
1331,0,0.0163,2.56,2.16,1.39,12.92,0.04,-0.04,-0.01,-0,-0,0,0.06,0.13,43,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0163,0.0,0.0
1341,0,0.0165,2.55,2.16,,,0.03,-0.04,-0.0,-0,-0,0,0.05,0.13,36,,,,,,,,,,,,,,,,,,,
1351,0,0.0166,2.54,2.13,1.35,,0.06,-0.04,-0.01,-0,-0,0,0.07,0.13,55,,,,,,,,,,,,,,,,,,,
1361,0,0.0168,2.55,2.15,,,0.06,-0.04,-0.01,-0,-0,0,0.07,0.13,57,,,,,,,,,,,,,,,,,,,
1371,0,0.017,2.55,2.15,1.38,,0.04,-0.04,-0.0,-0,0,0,0.05,0.13,40,,0,0,,,,,,,,,,,,,,,,
1381,0,0.0172,2.56,2.16,,,0.05,-0.04,0.01,-0,0,0,0.06,0.13,48,,,,,,,,,,,,,,,,,,,
1391,0,0.0173,2.53,2.14,1.36,,0.05,-0.04,-0.0,-0,0,0,0.06,0.13,46,,,,,,,,,,,,,,,,,,,
1401,0,0.0175,2.55,2.16,,,0.05,-0.03,0.01,-1,0,0,0.06,0.13,48,,,,,,,,,,,,,,,,,,,
1411,0,0.0176,2.55,2.16,1.38,,0.04,-0.04,0.01,-1,0,0,0.05,0.13,42,,0,0,,,,,,,,,,,,,,,,
1421,0,0.0178,2.56,2.15,,,0.05,-0.04,0.01,-1,0,0,0.06,0.13,49,,,,,,,,,,,,,,,,,,,
1431,0,0.018,2.55,2.16,1.37,,0.05,-0.03,-0.01,-1,1,0,0.06,0.13,47,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.018,0.0,0.0
1441,0,0.0182,2.53,2.12,,,0.05,-0.04,0.0,-1,0,0,0.06,0.13,47,,,,,,,,,,,,,,,,,,,
1451,0,0.0183,2.54,2.13,1.34,,0.02,-0.04,0.01,-1,1,0,0.05,0.13,35,,0,0,,,,,,,,,,,,,,,,
1461,0,0.0185,2.52,2.15,,,0.04,-0.04,0.01,-1,0,0,0.06,0.13,45,,,,,,,,,,,,,,,,,,,
1471,0,0.0187,2.56,2.16,1.38,,0.04,-0.04,-0.01,-1,1,0,0.06,0.13,49,,,,,,,,,,,,,,,,,,,
1481,0,0.0188,2.54,2.15,,,0.04,-0.04,-0.01,-1,0,0,0.06,0.13,44,,,,,,,,,,,,,,,,,,,
1491,0,0.019,2.53,2.15,1.37,,0.02,-0.04,-0.01,-1,1,0,0.05,0.13,36,,0,0,,,,,,,,,,,,,,,,
1501,0,0.0192,2.56,2.16,,,0.04,-0.04,-0.01,-0,1,0,0.05,0.13,43,,,,,,,,,,,,,,,,,,,
1511,0,0.0193,2.56,2.16,1.38,,0.05,-0.04,-0.01,-0,1,0,0.06,0.13,46,,,,,,,,,,,,,,,,,,,
1521,0,0.0195,2.55,2.15,,,0.03,-0.04,-0.01,-0,1,0,0.05,0.13,38,,,,,,,,,,,,,,,,,,,
1531,0,0.0196,2.53,2.14,1.35,,0.04,-0.04,-0.01,-0,1,0,0.06,0.13,45,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0196,0.0,0.0
1541,0,0.0198,2.55,2.15,,,0.04,-0.03,-0.02,-0,1,0,0.05,0.13,42,,,,,,,,,,,,,,,,,,,
1551,0,0.02,2.56,2.15,1.37,,0.05,-0.04,0.0,-0,1,0,0.06,0.13,46,,,,,,,,,,,,,,,,,,,
1561,0,0.0202,2.53,2.12,,,0.04,-0.04,0.01,-0,0,0,0.05,0.13,40,,,,,,,,,,,,,,,,,,,
1571,0,0.0203,2.55,2.14,1.35,,0.04,-0.03,0.01,-0,0,0,0.05,0.13,43,,0,0,,,,,,,,,,,,,,,,
1581,0,0.0205,2.55,2.14,,,0.04,-0.03,-0.01,-0,0,0,0.05,0.13,40,,,,,,,,,,,,,,,,,,,
1591,0,0.0206,2.56,2.15,1.37,,0.05,-0.04,0.01,-0,0,0,0.06,0.13,50,,,,,,,,,,,,,,,,,,,
1601,0,0.0208,2.56,2.17,,,0.03,-0.03,0.02,-0,0,0,0.05,0.13,38,,,,,,,,,,,,,,,,,,,
1611,0,0.021,2.56,2.15,1.38,,0.04,-0.03,0.02,-0,0,0,0.05,0.13,42,,0,0,,,,,,,,,,,,,,,,
1621,0,0.0212,2.57,2.16,,,0.05,-0.04,-0.01,-0,0,0,0.06,0.13,47,,,,,,,,,,,,,,,,,,,
1631,0,0.0213,2.52,2.14,1.36,,0.04,-0.03,-0.01,-0,0,0,0.05,0.13,41,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0213,0.0,0.0
1641,0,0.0215,2.54,2.14,,,0.03,-0.03,-0.0,-0,0,0,0.04,0.13,33,,,,,,,,,,,,,,,,,,,
1651,0,0.0216,2.54,2.15,1.37,,0.04,-0.04,-0.0,-0,0,0,0.05,0.13,40,,0,0,,,,,,,,,,,,,,,,
1661,0,0.0218,2.56,2.16,,,0.05,-0.04,-0.0,-0,0,0,0.06,0.13,46,,,,,,,,,,,,,,,,,,,
1671,0,0.022,2.54,2.16,1.37,,0.02,-0.04,-0.01,-0,0,0,0.05,0.13,35,,,,,,,,,,,,,,,,,,,
1681,0,0.0222,2.56,2.15,,,0.03,-0.04,-0.01,-0,0,0,0.05,0.13,39,,,,,,,,,,,,,,,,,,,
1691,0,0.0223,2.57,2.17,1.38,,0.03,-0.04,-0.01,-0,0,0,0.05,0.13,35,,0,0,,,,,,,,,,,,,,,,
1701,0,0.0225,2.53,2.13,,,0.04,-0.04,0.02,-0,0,0,0.06,0.13,44,,,,,,,,,,,,,,,,,,,
1711,0,0.0226,2.57,2.16,1.38,,0.02,-0.04,0.02,-0,0,0,0.05,0.13,40,,,,,,,,,,,,,,,,,,,
1721,0,0.0228,2.55,2.16,,,0.04,-0.04,0.01,-0,0,0,0.06,0.13,46,,,,,,,,,,,,,,,,,,,
1731,0,0.023,2.55,2.16,1.37,,0.04,-0.04,-0.0,-0,0,0,0.06,0.13,47,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.023,0.0,0.0
1741,0,0.0232,2.56,2.16,,,0.04,-0.04,0.01,-0,0,0,0.06,0.13,47,,,,,,,,,,,,,,,,,,,
1751,0,0.0233,2.56,2.15,1.36,,0.05,-0.05,0.01,-0,0,0,0.07,0.13,51,,,,,,,,,,,,,,,,,,,
1761,0,0.0235,2.57,2.16,,,0.05,-0.04,0.01,-0,0,0,0.06,0.13,49,,,,,,,,,,,,,,,,,,,
1771,0,0.0236,2.53,2.09,1.3,,0.06,-0.05,0.01,-0,0,0,0.08,0.13,59,,0,0,,,,,,,,,,,,,,,,
1781,0,0.0238,2.53,2.14,,,0.05,-0.05,0.01,-0,0,0,0.07,0.13,55,,,,,,,,,,,,,,,,,,,
1791,0,0.024,2.57,2.17,1.37,,0.06,-0.05,0.02,-0,0,0,0.08,0.13,61,,,,,,,,,,,,,,,,,,,
1801,0,0.0242,2.53,2.16,,,0.05,-0.04,-0.01,-0,0,0,0.07,0.13,51,,,,,,,,,,,,,,,,,,,
1811,0,0.0243,2.57,2.14,1.37,,0.06,-0.05,0.0,-0,-0,0,0.08,0.13,59,,0,0,,,,,,,,,,,,,,,,
1821,0,0.0245,2.56,2.15,,,0.05,-0.05,-0.01,-0,0,0,0.07,0.13,53,,,,,,,,,,,,,,,,,,,
1831,0,0.0246,2.54,2.15,1.36,,0.05,-0.04,-0.02,-0,0,0,0.06,0.13,47,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0246,0.0,0.0
1841,0,0.0248,2.55,2.15,,,0.07,-0.05,-0.01,-0,0,0,0.08,0.13,62,,,,,,,,,,,,,,,,,,,
1851,0,0.025,2.54,2.15,1.37,,0.04,-0.04,-0.02,-0,0,0,0.06,0.13,46,,0,0,,,,,,,,,,,,,,,,
1861,0,0.0251,2.56,2.16,,,0.06,-0.05,-0.01,-0,0,0,0.08,0.13,61,,,,,,,,,,,,,,,,,,,
1871,0,0.0253,2.53,2.15,1.36,,0.06,-0.04,-0.03,-0,0,0,0.08,0.13,61,,,,,,,,,,,,,,,,,,,
1881,0,0.0255,2.54,2.13,,,0.05,-0.05,-0.03,-0,0,0,0.08,0.13,59,,,,,,,,,,,,,,,,,,,
1891,0,0.0256,2.55,2.16,1.38,,0.06,-0.05,-0.05,-0,0,0,0.09,0.13,72,,0,0,,,,,,,,,,,,,,,,
1901,0,0.0258,2.55,2.14,,,0.04,-0.04,-0.06,-0,0,0,0.08,0.13,65,,,,,,,,,,,,,,,,,,,
1911,0,0.026,2.57,2.16,1.38,,0.08,-0.05,-0.03,-0,0,0,0.1,0.13,74,,,,,,,,,,,,,,,,,,,
1921,0,0.0262,2.55,2.14,,,0.02,-0.04,-0.06,-0,0,0,0.08,0.13,60,,,,,,,,,,,,,,,,,,,
1931,0,0.0263,2.56,2.16,1.34,,0.05,-0.05,-0.09,-0,1,1,0.12,0.13,91,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0263,0.0,0.0
1941,0,0.0265,2.54,2.16,,,0.06,-0.04,-0.04,-0,0,1,0.08,0.13,64,,,,,,,,,,,,,,,,,,,
1951,0,0.0266,2.53,2.13,1.34,,0.03,-0.05,-0.01,-0,0,0,0.06,0.13,47,,,,,,,,,,,,,,,,,,,
1961,0,0.0268,2.57,2.16,,,0.03,-0.05,0.02,-0,0,0,0.06,0.13,44,,,,,,,,,,,,,,,,,,,
1971,0,0.027,2.54,2.13,1.34,,0.06,-0.07,0.04,-0,-0,1,0.1,0.13,78,,0,0,,,,,,,,,,,,,,,,
1981,0,0.0272,2.55,2.14,,,0.01,-0.06,0.01,-0,-0,0,0.06,0.13,50,,,,,,,,,,,,,,,,,,,
1991,0,0.0273,2.57,2.17,1.38,,0.03,-0.05,-0.03,-0,-0,0,0.07,0.13,51,,,,,,,,,,,,,,,,,,,
2001,0,0.0275,2.54,2.14,,,0.01,-0.06,0.01,-0,-0,1,0.06,0.13,45,,,,,,,,,,,,,,,,,,,
2011,0,0.0276,2.52,2.15,1.36,,0.02,-0.07,0.04,-1,0,1,0.08,0.13,64,,0,0,,,,,,,,,,,,,,,,
2021,0,0.0278,2.53,2.13,,,0.05,-0.06,0.01,-1,0,1,0.07,0.13,56,,,,,,,,,,,,,,,,,,,
