"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"ElapsedTime"|"Min"|0.0|0.0|10,"Analog1"|"Volts"|0.0|5.0|100,"Analog3"|"Volts"|0.0|5.0|100,"Analog4"|"Volts"|0.0|5.0|50,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|100,"AccelY"|"G"|-3.0|3.0|100,"AccelZ"|"G"|-3.0|3.0|100,"Yaw"|"Deg/Sec"|-120|120|100,"Pitch"|"Deg/Sec"|-120|120|100,"Roll"|"Deg/Sec"|-120|120|100,"Gsum"|"G"|0.0|3.0|100,"GsumMax"|"G"|0.0|3.0|100,"GsumPct"|"%"|0|100|100,"EngineTemp"|"C"|0|300|1,"RPM"|""|0|10000|25,"TPS"|"%"|0|100|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10,"LapDelta"|"s"|0.0|0.0|10,"BestLap"|"Min"|0.0|0.0|10
1228,0,0.0148,2.58,2.16,1.45,,0.05,-0.04,-0.01,0,0,0,0.07,0.39,17,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0148,0.0,0.0
1238,0,0.0149,2.59,2.18,,,0.07,-0.04,-0.0,0,-0,0,0.08,0.39,21,,,,,,,,,,,,,,,,,,,
1248,0,0.0151,2.56,2.18,1.47,,0.05,-0.03,-0.02,0,-0,0,0.06,0.39,15,,0,0,,,,,,,,,,,,,,,,
1258,0,0.0152,2.58,2.18,,,0.06,-0.04,-0.0,0,-0,0,0.07,0.39,19,,,,,,,,,,,,,,,,,,,
1268,0,0.0154,2.59,2.19,1.47,,0.07,-0.04,-0.01,0,-0,0,0.08,0.39,20,,,,,,,,,,,,,,,,,,,
1278,0,0.0156,2.59,2.18,,,0.06,-0.04,-0.01,0,-0,0,0.07,0.39,19,,,,,,,,,,,,,,,,,,,
1288,0,0.0158,2.59,2.19,1.48,,0.05,-0.04,-0.01,0,0,0,0.06,0.39,16,,0,0,,,,,,,,,,,,,,,,
1298,0,0.0159,2.59,2.16,,,0.06,-0.04,-0.01,0,0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1308,0,0.0161,2.59,2.19,1.48,,0.07,-0.04,-0.01,0,0,0,0.08,0.39,21,,,,,,,,,,,,,,,,,,,
1318,0,0.0162,2.59,2.19,,,0.04,-0.04,-0.02,0,0,0,0.06,0.39,15,,,,,,,,,,,,,,,,,,,
1328,0,0.0164,2.55,2.16,1.46,12.89,0.06,-0.04,-0.01,0,0,0,0.07,0.39,19,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0164,0.0,0.0
1338,0,0.0166,2.56,2.18,,,0.05,-0.04,-0.01,0,0,0,0.07,0.39,17,,,,,,,,,,,,,,,,,,,
1348,0,0.0168,2.57,2.17,1.45,,0.06,-0.04,0.0,0,-0,0,0.07,0.39,19,,,,,,,,,,,,,,,,,,,
1358,0,0.0169,2.57,2.18,,,0.04,-0.04,-0.0,0,-0,0,0.06,0.39,15,,,,,,,,,,,,,,,,,,,
1368,0,0.0171,2.58,2.17,1.48,,0.06,-0.04,-0.0,0,0,0,0.08,0.39,19,,0,0,,,,,,,,,,,,,,,,
1378,0,0.0172,2.55,2.16,,,0.06,-0.04,0.01,0,0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1388,0,0.0174,2.59,2.19,1.48,,0.04,-0.04,0.02,0,0,0,0.06,0.39,16,,,,,,,,,,,,,,,,,,,
1398,0,0.0176,2.58,2.18,,,0.05,-0.04,0.02,0,0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1408,0,0.0178,2.56,2.15,1.44,,0.04,-0.04,0.0,0,0,0,0.06,0.39,15,,0,0,,,,,,,,,,,,,,,,
1418,0,0.0179,2.59,2.19,,,0.06,-0.04,0.01,0,0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1428,0,0.0181,2.58,2.19,1.48,,0.04,-0.04,0.0,0,0,0,0.06,0.39,15,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0181,0.0,0.0
1438,0,0.0182,2.56,2.16,,,0.05,-0.04,0.01,0,0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1448,0,0.0184,2.55,2.17,1.46,,0.05,-0.04,-0.01,0,0,0,0.06,0.39,17,,0,0,,,,,,,,,,,,,,,,
1458,0,0.0186,2.56,2.17,,,0.05,-0.04,0.01,0,-0,0,0.07,0.39,17,,,,,,,,,,,,,,,,,,,
1468,0,0.0188,2.55,2.17,1.46,,0.05,-0.04,0.01,0,-0,0,0.06,0.39,15,,,,,,,,,,,,,,,,,,,
1478,0,0.0189,2.56,2.17,,,0.05,-0.04,-0.0,0,-0,0,0.07,0.39,17,,,,,,,,,,,,,,,,,,,
1488,0,0.0191,2.55,2.15,1.47,,0.07,-0.04,-0.01,0,-0,1,0.08,0.39,21,,0,0,,,,,,,,,,,,,,,,
1498,0,0.0192,2.58,2.18,,,0.06,-0.03,-0.01,0,-0,0,0.07,0.39,17,,,,,,,,,,,,,,,,,,,
1508,0,0.0194,2.59,2.16,1.46,,0.05,-0.03,0.01,0,0,0,0.06,0.39,16,,,,,,,,,,,,,,,,,,,
1518,0,0.0196,2.56,2.17,,,0.05,-0.03,-0.0,0,0,0,0.06,0.39,17,,,,,,,,,,,,,,,,,,,
1528,0,0.0198,2.56,2.17,1.47,,0.07,-0.04,-0.0,0,-0,0,0.08,0.39,21,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0198,0.0,0.0
1538,0,0.0199,2.56,2.17,,,0.04,-0.03,-0.02,0,-0,0,0.06,0.39,15,,,,,,,,,,,,,,,,,,,
1548,0,0.0201,2.55,2.15,1.45,,0.05,-0.04,-0.0,0,-0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1558,0,0.0202,2.58,2.18,,,0.06,-0.03,-0.01,0,-0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1568,0,0.0204,2.59,2.16,1.46,,0.06,-0.04,-0.0,0,-0,0,0.07,0.39,18,,0,0,,,,,,,,,,,,,,,,
1578,0,0.0206,2.58,2.18,,,0.05,-0.04,0.0,0,-0,0,0.06,0.39,15,,,,,,,,,,,,,,,,,,,
1588,0,0.0207,2.57,2.18,1.48,,0.06,-0.04,-0.01,0,0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1598,0,0.0209,2.56,2.15,,,0.07,-0.04,-0.0,0,-0,0,0.08,0.39,21,,,,,,,,,,,,,,,,,,,
1608,0,0.0211,2.58,2.19,1.48,,0.05,-0.04,-0.01,0,-0,1,0.06,0.39,16,,0,0,,,,,,,,,,,,,,,,
1618,0,0.0212,2.53,2.14,,,0.06,-0.04,-0.0,0,0,0,0.08,0.39,20,,,,,,,,,,,,,,,,,,,
1628,0,0.0214,2.58,2.18,1.47,,0.05,-0.04,-0.0,0,0,0,0.06,0.39,16,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0214,0.0,0.0
1638,0,0.0216,2.58,2.17,,,0.06,-0.04,0.01,-0,0,0,0.08,0.39,20,,,,,,,,,,,,,,,,,,,
1648,0,0.0218,2.58,2.18,1.47,,0.05,-0.04,0.01,0,-0,0,0.06,0.39,16,,0,0,,,,,,,,,,,,,,,,
1658,0,0.0219,2.58,2.18,,,0.06,-0.04,0.01,0,0,0,0.08,0.39,20,,,,,,,,,,,,,,,,,,,
1668,0,0.0221,2.59,2.18,1.48,,0.06,-0.04,0.01,0,-0,0,0.07,0.39,17,,,,,,,,,,,,,,,,,,,
1678,0,0.0222,2.57,2.19,,,0.05,-0.04,0.03,-0,-0,0,0.07,0.39,19,,,,,,,,,,,,,,,,,,,
1688,0,0.0224,2.59,2.19,1.46,,0.05,-0.04,0.02,0,-0,0,0.07,0.39,17,,0,0,,,,,,,,,,,,,,,,
1698,0,0.0226,2.58,2.19,,,0.05,-0.05,0.01,0,-0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1708,0,0.0228,2.59,2.19,1.48,,0.07,-0.04,0.01,0,-0,0,0.08,0.39,20,,,,,,,,,,,,,,,,,,,
1718,0,0.0229,2.59,2.19,,,0.05,-0.05,0.01,0,-0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1728,0,0.0231,2.57,2.17,1.45,,0.05,-0.05,0.02,0,-0,0,0.07,0.39,19,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0231,0.0,0.0
1738,0,0.0232,2.56,2.18,,,0.05,-0.05,0.0,0,-0,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1748,0,0.0234,2.58,2.19,1.48,,0.06,-0.05,0.01,0,-0,0,0.08,0.39,20,,,,,,,,,,,,,,,,,,,
1758,0,0.0236,2.58,2.17,,,0.04,-0.05,0.01,0,-0,0,0.06,0.39,16,,,,,,,,,,,,,,,,,,,
1768,0,0.0238,2.58,2.19,1.48,,0.06,-0.05,0.02,0,-0,0,0.08,0.39,20,,0,0,,,,,,,,,,,,,,,,
1778,0,0.0239,2.57,2.16,,,0.07,-0.04,-0.01,0,-0,0,0.08,0.39,20,,,,,,,,,,,,,,,,,,,
1788,0,0.0241,2.57,2.18,1.48,,0.05,-0.04,-0.02,0,-0,0,0.07,0.39,17,,,,,,,,,,,,,,,,,,,
1798,0,0.0242,2.59,2.19,,,0.02,-0.04,-0.01,0,0,0,0.05,0.39,12,,,,,,,,,,,,,,,,,,,
1808,0,0.0244,2.59,2.19,1.48,,0.03,-0.04,-0.02,-0,0,0,0.06,0.39,15,,0,0,,,,,,,,,,,,,,,,
1818,0,0.0246,2.58,2.18,,,0.05,-0.04,-0.02,-0,1,0,0.07,0.39,18,,,,,,,,,,,,,,,,,,,
1828,0,0.0248,2.57,2.17,1.48,,0.01,-0.04,-0.02,-0,1,0,0.05,0.39,13,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0248,0.0,0.0
1838,0,0.0249,2.6,2.17,,,0.02,-0.03,-0.01,-0,1,0,0.04,0.39,10,,,,,,,,,,,,,,,,,,,
1848,0,0.0251,2.6,2.2,1.48,,0.01,-0.03,-0.02,-0,1,0,0.04,0.39,11,,0,0,,,,,,,,,,,,,,,,
1858,0,0.0253,2.55,2.12,,,0.02,-0.04,-0.01,-0,1,0,0.05,0.39,12,,,,,,,,,,,,,,,,,,,
1868,0,0.0254,2.59,2.19,1.48,,-0.01,-0.04,-0.01,-0,1,0,0.04,0.39,11,,,,,,,,,,,,,,,,,,,
1878,0,0.0256,2.58,2.17,,,0.01,-0.05,-0.0,-1,1,0,0.05,0.39,12,,,,,,,,,,,,,,,,,,,
1888,0,0.0258,2.56,2.17,1.46,,0.01,-0.04,0.0,-0,1,0,0.05,0.39,12,,0,0,,,,,,,,,,,,,,,,
1898,0,0.0259,2.59,2.19,,,0.0,-0.06,0.02,-0,1,0,0.06,0.39,15,,,,,,,,,,,,,,,,,,,
1908,0,0.0261,2.6,2.19,1.48,,0.01,-0.05,0.01,-0,1,0,0.05,0.39,14,,,,,,,,,,,,,,,,,,,
1918,0,0.0262,2.59,2.18,,,0.0,-0.05,-0.01,-0,1,0,0.05,0.39,14,,,,,,,,,,,,,,,,,,,
1928,0,0.0264,2.56,2.16,1.46,,0.02,-0.05,0.0,-0,1,0,0.06,0.39,15,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0264,0.0,0.0
1938,0,0.0266,2.6,2.19,,,-0.01,-0.04,-0.01,-0,1,0,0.04,0.39,11,,,,,,,,,,,,,,,,,,,
1948,0,0.0268,2.6,2.19,1.48,,0.02,-0.05,-0.0,-0,1,0,0.06,0.39,14,,,,,,,,,,,,,,,,,,,
1958,0,0.0269,2.57,2.16,,,0.01,-0.04,0.02,-0,1,0,0.05,0.39,12,,,,,,,,,,,,,,,,,,,
1968,0,0.0271,2.6,2.2,1.49,,0.01,-0.05,0.05,-0,0,0,0.07,0.39,19,,0,0,,,,,,,,,,,,,,,,
1978,0,0.0272,2.59,2.19,,,0.01,-0.04,0.04,-0,0,0,0.06,0.39,14,,,,,,,,,,,,,,,,,,,
1988,0,0.0274,2.59,2.19,1.47,,0.01,-0.05,0.03,-0,1,0,0.06,0.39,15,,,,,,,,,,,,,,,,,,,
1998,0,0.0276,2.56,2.17,,,0.04,-0.05,0.01,-0,1,0,0.06,0.39,17,,,,,,,,,,,,,,,,,,,
2008,0,0.0278,2.59,2.18,1.46,,0.06,-0.05,0.03,-0,0,0,0.08,0.39,21,,0,0,,,,,,,,,,,,,,,,
2018,0,0.0279,2.59,2.18,,,0.03,-0.05,0.05,-0,0,0,0.08,0.39,19,,,,,,,,,,,,,,,,,,,
