"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"ElapsedTime"|"Min"|0.0|0.0|10,"Analog1"|"Volts"|0.0|5.0|100,"Analog3"|"Volts"|0.0|5.0|100,"Analog4"|"Volts"|0.0|5.0|50,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|100,"AccelY"|"G"|-3.0|3.0|100,"AccelZ"|"G"|-3.0|3.0|100,"Yaw"|"Deg/Sec"|-120|120|100,"Pitch"|"Deg/Sec"|-120|120|100,"Roll"|"Deg/Sec"|-120|120|100,"Gsum"|"G"|0.0|3.0|100,"GsumMax"|"G"|0.0|3.0|100,"GsumPct"|"%"|0|100|100,"EngineTemp"|"C"|0|300|1,"RPM"|""|0|10000|25,"TPS"|"%"|0|100|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10,"LapDelta"|"s"|0.0|0.0|10,"BestLap"|"Min"|0.0|0.0|10
535,0,0.0026,2.68,2.13,1.4,,0.11,-0.09,0.0,0,-0,0,0.14,0.36,39,,,,,,,,,,,,,,,,,,,
545,0,0.0028,2.69,2.15,,,0.1,-0.1,-0.01,0,-0,0,0.14,0.36,39,,,,,,,,,,,,,,,,,,,
555,0,0.003,2.66,2.12,1.41,,0.08,-0.1,-0.01,0,-0,0,0.13,0.36,35,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.003,0.0,0.0
565,0,0.0031,2.67,2.11,,,0.1,-0.1,0.0,0,-0,0,0.14,0.36,40,,,,,,,,,,,,,,,,,,,
575,0,0.0033,2.69,2.14,1.42,,0.09,-0.1,-0.01,0,-0,0,0.13,0.36,36,,,,,,,,,,,,,,,,,,,
585,0,0.0034,2.69,2.14,,,0.09,-0.1,-0.01,0,-0,0,0.14,0.36,38,,,,,,,,,,,,,,,,,,,
595,0,0.0036,2.66,2.13,1.41,,0.08,-0.09,-0.02,0,-0,0,0.13,0.36,35,,0,0,,,,,,,,,,,,,,,,
605,0,0.0038,2.7,2.15,,,0.08,-0.09,0.01,0,-0,0,0.13,0.36,35,,,,,,,,,,,,,,,,,,,
615,0,0.004,2.68,2.12,1.4,,0.08,-0.1,0.01,0,-0,0,0.13,0.36,35,,,,,,,,,,,,,,,,,,,
625,0,0.0041,2.69,2.15,,,0.07,-0.1,0.0,0,-0,0,0.12,0.36,33,,,,,,,,,,,,,,,,,,,
635,0,0.0043,2.67,2.12,1.39,,0.08,-0.1,0.01,0,-0,0,0.13,0.36,36,,0,0,,,,,,,,,,,,,,,,
645,0,0.0044,2.69,2.14,,,0.07,-0.1,-0.0,0,-0,0,0.12,0.36,34,,,,,,,,,,,,,,,,,,,
655,0,0.0046,2.68,2.12,1.39,,0.08,-0.1,0.01,0,-0,0,0.12,0.36,34,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0046,0.0,0.0
665,0,0.0048,2.69,2.15,,,0.07,-0.09,-0.01,0,-0,0,0.12,0.36,32,,,,,,,,,,,,,,,,,,,
675,0,0.005,2.7,2.15,1.43,,0.07,-0.1,0.01,0,-0,0,0.12,0.36,34,,0,0,,,,,,,,,,,,,,,,
685,0,0.0051,2.67,2.11,,,0.06,-0.1,-0.0,0,-0,0,0.12,0.36,33,,,,,,,,,,,,,,,,,,,
695,0,0.0053,2.69,2.15,1.43,,0.06,-0.1,-0.01,0,-0,0,0.12,0.36,32,,,,,,,,,,,,,,,,,,,
705,0,0.0054,2.69,2.15,,,0.08,-0.1,-0.01,0,-0,0,0.12,0.36,34,,,,,,,,,,,,,,,,,,,
715,0,0.0056,2.69,2.13,1.43,,0.07,-0.1,-0.02,0,-0,0,0.12,0.36,33,,0,0,,,,,,,,,,,,,,,,
725,0,0.0058,2.68,2.14,,,0.07,-0.09,-0.0,0,-0,0,0.11,0.36,32,,,,,,,,,,,,,,,,,,,
735,0,0.006,2.69,2.15,1.43,,0.06,-0.09,-0.02,0,-0,0,0.11,0.36,31,,,,,,,,,,,,,,,,,,,
745,0,0.0061,2.69,2.14,,,0.07,-0.09,-0.0,0,-0,0,0.12,0.36,32,,,,,,,,,,,,,,,,,,,
755,0,0.0063,2.69,2.15,1.43,,0.05,-0.1,-0.02,0,-0,0,0.11,0.36,31,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0063,0.0,0.0
765,0,0.0064,2.69,2.13,,,0.05,-0.09,-0.01,0,-0,0,0.11,0.36,29,,,,,,,,,,,,,,,,,,,
775,0,0.0066,2.67,2.11,1.39,,0.07,-0.09,-0.02,0,-0,0,0.11,0.36,32,,,,,,,,,,,,,,,,,,,
785,0,0.0068,2.69,2.14,,,0.06,-0.09,-0.02,0,-0,0,0.11,0.36,30,,,,,,,,,,,,,,,,,,,
795,0,0.007,2.67,2.14,1.42,,0.06,-0.09,0.0,0,-0,0,0.11,0.36,29,,0,0,,,,,,,,,,,,,,,,
805,0,0.0071,2.66,2.12,,,0.06,-0.09,-0.01,0,-0,0,0.1,0.36,29,,,,,,,,,,,,,,,,,,,
815,0,0.0073,2.68,2.12,1.4,,0.07,-0.09,-0.0,0,-0,0,0.11,0.36,31,,,,,,,,,,,,,,,,,,,
825,0,0.0074,2.67,2.13,,,0.05,-0.09,-0.02,0,-0,0,0.11,0.36,30,,,,,,,,,,,,,,,,,,,
835,0,0.0076,2.69,2.15,1.43,,0.06,-0.09,-0.01,0,-0,0,0.1,0.36,29,,0,0,,,,,,,,,,,,,,,,
845,0,0.0078,2.69,2.14,,,0.07,-0.09,-0.02,0,-0,0,0.11,0.36,31,,,,,,,,,,,,,,,,,,,
855,0,0.008,2.69,2.14,1.43,,0.06,-0.09,-0.01,0,-0,0,0.11,0.36,30,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.008,0.0,0.0
865,0,0.0081,2.67,2.14,,,0.06,-0.08,0.0,0,-0,0,0.1,0.36,29,,,,,,,,,,,,,,,,,,,
875,0,0.0083,2.69,2.15,1.43,,0.06,-0.08,-0.01,0,-0,0,0.1,0.36,28,,0,0,,,,,,,,,,,,,,,,
885,0,0.0084,2.69,2.14,,,0.07,-0.08,-0.0,0,-0,0,0.11,0.36,31,,,,,,,,,,,,,,,,,,,
895,0,0.0086,2.69,2.14,1.42,,0.06,-0.08,-0.02,0,-0,0,0.1,0.36,29,,,,,,,,,,,,,,,,,,,
905,0,0.0088,2.67,2.11,,,0.06,-0.08,-0.01,0,-0,0,0.1,0.36,28,,,,,,,,,,,,,,,,,,,
915,0,0.009,2.66,2.11,1.4,,0.07,-0.08,-0.02,0,-0,0,0.1,0.36,28,,0,0,,,,,,,,,,,,,,,,
925,0,0.0091,2.7,2.12,,,0.06,-0.07,-0.02,0,-0,0,0.1,0.36,27,,,,,,,,,,,,,,,,,,,
935,0,0.0093,2.69,2.14,1.43,,0.06,-0.07,-0.0,0,-0,0,0.09,0.36,25,,,,,,,,,,,,,,,,,,,
945,0,0.0094,2.69,2.14,,,0.05,-0.07,-0.02,-0,-0,0,0.09,0.36,25,,,,,,,,,,,,,,,,,,,
955,0,0.0096,2.69,2.13,1.42,,0.07,-0.08,-0.01,-0,-0,0,0.1,0.36,28,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0096,0.0,0.0
965,0,0.0098,2.66,2.12,,,0.05,-0.08,-0.02,-0,-0,0,0.09,0.36,26,,,,,,,,,,,,,,,,,,,
975,0,0.01,2.69,2.14,1.42,,0.06,-0.08,-0.02,-0,-0,0,0.1,0.36,28,,,,,,,,,,,,,,,,,,,
985,0,0.0101,2.66,2.11,,,0.06,-0.07,-0.03,-0,-0,0,0.1,0.36,27,,,,,,,,,,,,,,,,,,,
995,0,0.0103,2.7,2.13,1.42,,0.06,-0.07,-0.01,-0,-0,0,0.1,0.36,26,,0,0,,,,,,,,,,,,,,,,
1005,0,0.0104,2.69,2.15,,,0.03,-0.07,0.0,-0,0,0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1015,0,0.0106,2.69,2.13,1.4,,0.04,-0.08,-0.01,-1,0,0,0.09,0.36,24,,,,,,,,,,,,,,,,,,,
1025,0,0.0108,2.66,2.12,,,0.05,-0.07,-0.01,-1,0,0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1035,0,0.011,2.68,2.14,1.42,,0.02,-0.08,0.02,-1,0,0,0.08,0.36,22,,0,0,,,,,,,,,,,,,,,,
1045,0,0.0111,2.7,2.15,,,0.03,-0.07,0.02,-1,1,0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1055,0,0.0113,2.71,2.15,1.43,,0.02,-0.07,0.01,-1,1,0,0.07,0.36,19,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0113,0.0,0.0
1065,0,0.0114,2.68,2.15,,,0.03,-0.08,0.01,-1,1,0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1075,0,0.0116,2.66,2.12,1.4,,0.02,-0.07,0.03,-1,0,0,0.08,0.36,23,,0,0,,,,,,,,,,,,,,,,
1085,0,0.0118,2.69,2.13,,,0.01,-0.08,0.04,-1,1,0,0.09,0.36,24,,,,,,,,,,,,,,,,,,,
1095,0,0.012,2.7,2.15,1.43,,0.02,-0.07,0.01,-1,1,0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1105,0,0.0121,2.67,2.13,,,0.02,-0.07,0.02,-1,1,0,0.07,0.36,20,,,,,,,,,,,,,,,,,,,
1115,0,0.0123,2.71,2.16,1.43,,-0.02,-0.07,0.03,-0,1,0,0.08,0.36,23,,0,0,,,,,,,,,,,,,,,,
1125,0,0.0124,2.72,2.14,,,0.01,-0.07,0.04,-0,1,0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1135,0,0.0126,2.69,2.13,1.4,,0.0,-0.07,0.03,-0,1,0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1145,0,0.0128,2.7,2.15,,,0.0,-0.07,0.03,-0,1,0,0.07,0.36,21,,,,,,,,,,,,,,,,,,,
1155,0,0.013,2.71,2.16,1.44,,-0.0,-0.08,0.07,-0,0,-0,0.1,0.36,28,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.013,0.0,0.0
1165,0,0.0131,2.68,2.14,,,0.01,-0.08,0.07,-0,1,0,0.11,0.36,30,,,,,,,,,,,,,,,,,,,
1175,0,0.0133,2.68,2.12,1.4,,0.02,-0.06,0.04,-0,1,-0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1185,0,0.0134,2.71,2.16,,,0.0,-0.08,0.04,-0,1,-0,0.09,0.36,24,,,,,,,,,,,,,,,,,,,
1195,0,0.0136,2.7,2.16,1.43,,-0.02,-0.07,0.01,-0,1,0,0.07,0.36,20,,0,0,,,,,,,,,,,,,,,,
1205,0,0.0138,2.71,2.16,,,0.01,-0.06,-0.01,-0,1,-0,0.06,0.36,16,,,,,,,,,,,,,,,,,,,
1215,0,0.014,2.7,2.15,1.43,,0.03,-0.07,0.0,-0,1,-0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1225,0,0.0141,2.68,2.13,,,-0.05,-0.05,-0.03,-0,1,-0,0.08,0.36,21,,,,,,,,,,,,,,,,,,,
1235,0,0.0143,2.7,2.14,1.41,,0.0,-0.05,-0.04,-0,1,-0,0.06,0.36,18,,0,0,,,,,,,,,,,,,,,,
1245,0,0.0144,2.71,2.16,,,-0.01,-0.05,0.01,-0,1,-0,0.05,0.36,14,,,,,,,,,,,,,,,,,,,
1255,0,0.0146,2.7,2.15,1.4,,-0.03,-0.06,0.04,-0,1,-0,0.07,0.36,20,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0146,0.0,0.0
1265,0,0.0148,2.7,2.15,,,-0.03,-0.05,-0.01,-0,1,-0,0.05,0.36,15,,,,,,,,,,,,,,,,,,,
1275,0,0.015,2.7,2.15,1.43,,0.02,-0.08,0.04,-0,0,-0,0.09,0.36,25,,0,0,,,,,,,,,,,,,,,,
1285,0,0.0151,2.71,2.16,,,-0.02,-0.08,0.05,-0,0,-0,0.09,0.36,25,,,,,,,,,,,,,,,,,,,
1295,0,0.0153,2.72,2.16,1.43,,-0.01,-0.06,0.0,-0,0,-0,0.06,0.36,17,,,,,,,,,,,,,,,,,,,
1305,0,0.0154,2.7,2.16,,,-0.04,-0.07,0.01,0,-0,-0,0.08,0.36,22,,,,,,,,,,,,,,,,,,,
1315,0,0.0156,2.7,2.13,1.4,,-0.05,-0.06,0.05,-0,0,-0,0.09,0.36,25,,0,0,,,,,,,,,,,,,,,,
1325,0,0.0158,2.72,2.16,,,0.02,-0.07,0.07,0,-0,-0,0.1,0.36,28,,,,,,,,,,,,,,,,,,,
1335,0,0.016,2.73,2.14,1.42,,-0.01,-0.08,0.06,0,-0,-0,0.1,0.36,27,,,,,,,,,,,,,,,,,,,
1345,0,0.0161,2.69,2.13,,,0.01,-0.05,0.02,0,-0,-0,0.06,0.36,15,,,,,,,,,,,,,,,,,,,
1355,0,0.0163,2.72,2.16,1.42,12.86,-0.01,-0.07,0.02,0,-0,-0,0.07,0.36,20,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0163,0.0,0.0
1365,0,0.0165,2.7,2.14,,,-0.04,-0.06,0.05,0,0,-0,0.09,0.36,24,,,,,,,,,,,,,,,,,,,
1375,0,0.0166,2.72,2.16,1.43,,-0.01,-0.08,0.03,0,0,-0,0.09,0.36,25,,,,,,,,,,,,,,,,,,,
1385,0,0.0168,2.72,2.17,,,-0.01,-0.1,0.02,0,1,-0,0.1,0.36,28,,,,,,,,,,,,,,,,,,,
1395,0,0.017,2.72,2.16,1.42,,-0.01,-0.08,0.04,0,1,-0,0.09,0.36,25,,0,0,,,,,,,,,,,,,,,,
1405,0,0.0171,2.72,2.13,,,-0.0,-0.1,0.07,0,1,-0,0.12,0.36,33,,,,,,,,,,,,,,,,,,,
1415,0,0.0173,2.73,2.17,1.43,,-0.01,-0.07,0.08,1,1,-0,0.11,0.36,30,,,,,,,,,,,,,,,,,,,
1425,0,0.0174,2.72,2.17,,,-0.02,-0.07,0.1,1,1,-1,0.13,0.36,35,,,,,,,,,,,,,,,,,,,
1435,0,0.0176,2.72,2.17,1.43,,-0.0,-0.06,0.05,1,1,-1,0.08,0.36,21,,0,0,,,,,,,,,,,,,,,,
1445,0,0.0178,2.73,2.18,,,-0.03,-0.06,0.05,1,1,-0,0.08,0.36,23,,,,,,,,,,,,,,,,,,,
1455,0,0.018,2.74,2.18,1.41,,-0.06,-0.06,0.05,1,1,-1,0.1,0.36,26,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.018,0.0,0.0
1465,0,0.0181,2.75,2.18,,,-0.04,-0.1,-0.02,1,2,-0,0.11,0.36,30,,,,,,,,,,,,,,,,,,,
1475,0,0.0183,2.75,2.19,1.42,,-0.02,-0.07,-0.05,1,3,-0,0.09,0.36,25,,0,0,,,,,,,,,,,,,,,,
1485,0,0.0184,2.75,2.19,,,-0.07,-0.09,0.0,1,3,-0,0.11,0.36,31,,,,,,,,,,,,,,,,,,,
1495,0,0.0186,2.75,2.21,1.43,,-0.12,-0.1,0.0,1,4,-0,0.16,0.36,44,,,,,,,,,,,,,,,,,,,
1505,0,0.0188,2.72,2.17,,,-0.1,-0.12,-0.02,2,4,0,0.16,0.36,44,,,,,,,,,,,,,,,,,,,
1515,0,0.019,2.76,2.21,1.42,,-0.08,-0.12,0.02,2,5,0,0.15,0.36,40,,0,0,,,,,,,,,,,,,,,,
1525,0,0.0191,2.76,2.22,,,-0.11,-0.15,0.04,2,5,1,0.18,0.36,51,,,,,,,,,,,,,,,,,,,
1535,0,0.0193,2.76,2.23,1.43,,-0.11,-0.11,0.05,2,6,1,0.17,0.36,46,,,,,,,,,,,,,,,,,,,
1545,0,0.0194,2.76,2.24,,,-0.11,-0.07,0.08,3,5,1,0.15,0.36,42,,,,,,,,,,,,,,,,,,,
1555,0,0.0196,2.75,2.24,1.43,,-0.08,-0.09,0.07,3,5,1,0.14,0.36,39,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0196,0.0,0.0
1565,0,0.0198,2.75,2.24,,,-0.1,-0.06,0.04,3,5,2,0.13,0.36,35,,,,,,,,,,,,,,,,,,,
1575,0,0.02,2.77,2.25,1.42,,-0.13,-0.03,0.08,4,5,1,0.15,0.36,42,,,,,,,,,,,,,,,,,,,
1585,0,0.0201,2.76,2.25,,,-0.16,0.01,0.1,4,5,1,0.19,0.36,52,,,,,,,,,,,,,,,,,,,
1595,0,0.0203,2.76,2.25,1.43,,-0.14,-0.01,0.04,4,5,1,0.15,0.36,41,,0,0,,,,,,,,,,,,,,,,
1605,0,0.0204,2.75,2.24,,,-0.13,0.05,-0.01,4,5,1,0.14,0.36,39,,,,,,,,,,,,,,,,,,,
1615,0,0.0206,2.76,2.25,1.42,,-0.17,0.02,0.05,4,5,1,0.18,0.36,49,,,,,,,,,,,,,,,,,,,
1625,0,0.0208,2.73,2.23,,,-0.2,0.09,0.03,5,4,0,0.22,0.36,60,,,,,,,,,,,,,,,,,,,
1635,0,0.021,2.76,2.23,1.4,,-0.23,0.03,-0.04,5,4,0,0.23,0.36,64,,0,0,,,,,,,,,,,,,,,,
1645,0,0.0211,2.76,2.25,,,-0.19,0.05,-0.06,5,4,0,0.21,0.36,58,,,,,,,,,,,,,,,,,,,
1655,0,0.0213,2.74,2.24,1.4,,-0.23,0.04,-0.02,5,4,0,0.23,0.36,64,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0213,0.0,0.0
1665,0,0.0214,2.74,2.25,,,-0.26,0.05,-0.04,5,3,0,0.27,0.36,74,,,,,,,,,,,,,,,,,,,
1675,0,0.0216,2.77,2.23,1.41,,-0.26,0.04,-0.08,5,3,0,0.28,0.36,77,,0,0,,,,,,,,,,,,,,,,
1685,0,0.0218,2.69,2.19,,,-0.24,0.06,-0.1,5,3,0,0.26,0.36,72,,,,,,,,,,,,,,,,,,,
1695,0,0.022,2.77,2.25,1.42,,-0.26,0.02,-0.06,6,2,0,0.27,0.36,74,,,,,,,,,,,,,,,,,,,
1705,0,0.0221,2.74,2.22,,,-0.3,0.07,-0.07,6,2,0,0.31,0.36,86,,,,,,,,,,,,,,,,,,,
1715,0,0.0223,2.73,2.21,1.4,,-0.3,0.03,-0.1,6,2,-0,0.32,0.36,88,,0,0,,,,,,,,,,,,,,,,
1725,0,0.0224,2.76,2.25,,,-0.28,0.04,-0.12,6,1,-0,0.31,0.36,86,,,,,,,,,,,,,,,,,,,
1735,0,0.0226,2.76,2.24,1.42,,-0.29,0.03,-0.12,6,1,-0,0.32,0.36,87,,,,,,,,,,,,,,,,,,,
1745,0,0.0228,2.76,2.25,,,-0.33,0.06,-0.13,6,1,-0,0.36,0.36,99,,,,,,,,,,,,,,,,,,,
1755,0,0.0229,2.76,2.24,1.43,,-0.33,0.04,-0.18,6,1,-0,0.38,0.38,100,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0229,0.0,0.0
1765,0,0.0231,2.75,2.23,,,-0.3,0.05,-0.19,6,0,-1,0.36,0.38,94,,,,,,,,,,,,,,,,,,,
1775,0,0.0233,2.76,2.23,1.43,,-0.31,0.03,-0.17,6,0,-1,0.36,0.38,93,,,,,,,,,,,,,,,,,,,
1785,0,0.0234,2.76,2.24,,,-0.34,0.03,-0.13,6,0,-1,0.36,0.38,95,,,,,,,,,,,,,,,,,,,
1795,0,0.0236,2.76,2.24,1.44,,-0.34,-0.0,-0.16,6,0,-1,0.38,0.38,99,,0,0,,,,,,,,,,,,,,,,
1805,0,0.0238,2.74,2.24,,,-0.32,0.02,-0.18,6,0,-0,0.36,0.38,95,,,,,,,,,,,,,,,,,,,
1815,0,0.024,2.75,2.23,1.42,,-0.33,0.0,-0.14,6,-0,-0,0.36,0.38,93,,,,,,,,,,,,,,,,,,,
1825,0,0.0241,2.76,2.24,,,-0.34,0.04,-0.12,7,-0,-0,0.37,0.38,96,,,,,,,,,,,,,,,,,,,
1835,0,0.0243,2.76,2.24,1.43,,-0.37,0.02,-0.16,7,-0,-0,0.4,0.4,100,,0,0,,,,,,,,,,,,,,,,
1845,0,0.0244,2.75,2.23,,,-0.34,0.05,-0.2,7,-1,-1,0.39,0.4,98,,,,,,,,,,,,,,,,,,,
1855,0,0.0246,2.75,2.23,1.42,,-0.36,0.01,-0.14,7,-1,-0,0.38,0.4,95,,,,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0246,0.0,0.0
1865,0,0.0248,2.72,2.22,,,-0.36,0.05,-0.12,7,-1,-0,0.38,0.4,96,,,,,,,,,,,,,,,,,,,
1875,0,0.025,2.76,2.22,1.42,,-0.37,0.03,-0.13,7,-1,-0,0.39,0.4,98,,0,0,,,,,,,,,,,,,,,,
1885,0,0.0251,2.75,2.24,,,-0.35,0.07,-0.14,7,-1,-0,0.39,0.4,96,,,,,,,,,,,,,,,,,,,
1895,0,0.0253,2.75,2.25,1.43,,-0.37,0.04,-0.1,7,-1,-0,0.38,0.4,96,,,,,,,,,,,,,,,,,,,
1905,0,0.0254,2.77,2.25,,,-0.36,0.07,-0.07,7,-2,-0,0.37,0.4,93,,,,,,,,,,,,,,,,,,,
1915,0,0.0256,2.77,2.25,1.43,,-0.34,0.04,-0.09,7,-2,-1,0.35,0.4,89,,0,0,,,,,,,,,,,,,,,,
1925,0,0.0258,2.77,2.25,,,-0.35,0.08,-0.11,7,-2,-1,0.37,0.4,93,,,,,,,,,,,,,,,,,,,
1935,0,0.026,2.77,2.24,1.42,,-0.35,0.07,-0.07,7,-2,-1,0.36,0.4,91,,,,,,,,,,,,,,,,,,,
1945,0,0.0261,2.77,2.26,,,-0.35,0.12,-0.04,7,-2,-1,0.37,0.4,93,,,,,,,,,,,,,,,,,,,
1955,0,0.0263,2.77,2.25,1.43,,-0.31,0.07,-0.05,7,-2,-1,0.32,0.4,81,,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0,0.0,0.0263,0.0,0.0
1965,0,0.0264,2.77,2.25,,,-0.31,0.07,-0.09,7,-1,-1,0.33,0.4,82,,,,,,,,,,,,,,,,,,,
1975,0,0.0266,2.77,2.25,1.42,,-0.3,0.04,-0.06,7,-1,-1,0.31,0.4,78,,,,,,,,,,,,,,,,,,,
1985,0,0.0268,2.73,2.22,,,-0.34,0.04,-0.06,7,-1,-1,0.34,0.4,86,,,,,,,,,,,,,,,,,,,
1995,0,0.027,2.74,2.24,1.42,,-0.28,0.02,-0.11,6,-0,-1,0.3,0.4,75,,0,0,,,,,,,,,,,,,,,,
2005,0,0.0271,2.76,2.24,,,-0.3,0.02,-0.14,6,-0,-1,0.33,0.4,83,,,,,,,,,,,,,,,,,,,
2015,0,0.0273,2.73,2.21,1.4,,-0.3,-0.05,-0.13,6,-0,-1,0.33,0.4,82,,,,,,,,,,,,,,,,,,,
2025,0,0.0274,2.76,2.22,,,-0.33,-0.04,-0.15,6,0,-1,0.37,0.4,91,,,,,,,,,,,,,,,,,,,
2035,0,0.0276,2.76,2.23,1.42,,-0.25,-0.05,-0.16,6,0,-1,0.3,0.4,76,,0,0,,,,,,,,,,,,,,,,
